Slow-Time Signal [I]_x,Slow-Time Signal [I]_y,Slow-Time Signal [Q]_x,Slow-Time Signal [Q]_y,Envelop_x,Envelop_y,Wrapped Angle_x,Wrapped Angle_y,Phase Unwrap_x,Phase Unwrap_y,Breathing_x,Breathing_y,Heart_x,Heart_y
95.6897089481,-0.0017432803,95.6897089481,0.0001244216,95.6897089481,0.0017477147,95.6897089481,175.9176026417,95.6897089481,-5584.0823973583,95.6897089481,-0.9062002809,95.6897089481,-0.2812488641
95.7500343323,-0.0014215813,95.7500343323,0.0001674179,95.7500343323,0.0014314056,95.7500343323,173.2832851533,95.7500343323,-5586.7167148467,95.7500343323,-0.6881534179,95.7500343323,3.8228106235
95.7948634624,-0.0013613210,95.7948634624,0.0002008567,95.7948634624,0.001376059,95.7948634624,171.6068248618,95.7948634624,-5588.3931751382,95.7948634624,-0.4017304827,95.7948634624,5.1922459962
95.8397829533,-0.0013524000,95.8397829533,0.0002981835,95.8397829533,0.0013848824,95.8397829533,167.5660968204,95.8397829533,-5592.4339031796,95.8397829533,-0.0809879258,95.8397829533,4.6036323869
95.8995811939,-0.0010792291,95.8995811939,0.0004927455,95.8995811939,0.0011863953,95.8995811939,155.4599009060,95.8995811939,-5604.540099094,95.8995811939,0.2377538534,95.8995811939,3.1453178603
95.9444308281,-0.0006172794,95.9444308281,0.0002854814,95.9444308281,0.0006800981,95.9444308281,155.1802490443,95.9444308281,-5604.8197509557,95.9444308281,0.5183693467,95.9444308281,2.2186294460
95.9892797470,-0.0005622545,95.9892797470,-0.0001011234,95.9892797470,0.0005712758,95.9892797470,-169.8041659831,95.9892797470,-5569.8041659831,95.9892797470,0.7285843235,95.9892797470,3.2807119133
96.0495247841,-0.0007110311,96.0495247841,-0.0004144595,96.0495247841,0.0008230078,96.0495247841,-149.7621216875,96.0495247841,-5549.7621216875,96.0495247841,0.8470975817,96.0495247841,5.2133901922
96.0945363045,-0.0008726174,96.0945363045,-0.0005123830,96.0945363045,0.0010119277,96.0945363045,-149.5794188409,96.0945363045,-5549.5794188409,96.0945363045,0.8651783034,96.0945363045,6.3593444212
96.1393852234,-0.0012636253,96.1393852234,-0.0005707494,96.1393852234,0.0013865438,96.1393852234,-155.6924434456,96.1393852234,-5555.6924434456,96.1393852234,0.7901072133,96.1393852234,5.4651666457
96.1995623112,-0.0016635154,96.1995623112,-0.0004243373,96.1995623112,0.0017167835,96.1995623112,-165.6898926453,96.1995623112,-5565.6898926453,96.1995623112,0.6416460233,96.1995623112,1.7168801706
96.2448782921,-0.0018664209,96.2448782921,-0.0001826044,96.2448782921,0.0018753324,96.2448782921,-174.4121546596,96.2448782921,-5574.4121546596,96.2448782921,0.4496560210,96.2448782921,-4.4529588418
96.2912220955,-0.0017373430,96.2912220955,0.0001804695,96.2912220955,0.0017466912,96.2912220955,174.0695724352,96.2912220955,-5585.9304275648,96.2912220955,0.2483904026,96.2912220955,-11.3181473685
